OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,MBSNCD,MBSNNM,BBSNCD,Urban,Elev,Slope,HSI,HSI_QUANTILE,HSI_QUANTILE_RANGE,MAP_NUM,MAP_NAME,구분,LV2_CODE,LV2_NAME,LC2Code,Shape_Length,Shape_Area
132,1,265235,1,45984,1,265235,41220,Pyeongtaek-si,평택시,1202,시화호,12,1,1,1,0.1074360,1,0.003985 - 0.173681,376164,숙성,D,210,논,210,4000.000000000000000,1000000.000000000000000
133,1,267082,1,46192,1,267082,41220,Pyeongtaek-si,평택시,1202,시화호,12,1,1,1,0.1120670,1,0.003985 - 0.173681,376164,숙성,D,210,논,210,4000.000000000000000,1000000.000000000000000
134,1,270762,1,46571,1,270762,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1204570,1,0.003985 - 0.173681,376163,조암,,210,논,210,4000.000000000000000,1000000.000000000000000
135,1,274455,1,46965,1,274455,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1282350,1,0.003985 - 0.173681,376161,남양,,210,논,210,4000.000000000000000,1000000.000000000000000
136,1,275073,1,47028,1,275073,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1211680,1,0.003985 - 0.173681,376161,남양,,210,논,210,4000.000000000000000,1000000.000000000000000
137,1,276919,1,47219,1,276919,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1406670,1,0.003985 - 0.173681,376161,남양,,210,논,210,4000.000000000000000,1000000.000000000000000
138,1,270766,1,46575,1,270766,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1771120,2,0.173682 - 0.336644,376163,조암,,210,논,210,4000.000000000000000,1000000.000000000000000
139,1,281230,1,47650,1,281230,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.2180640,2,0.173682 - 0.336644,376162,발안,D,210,논,210,4000.000000000000000,1000000.000000000000000
140,1,265236,1,45985,1,265236,41220,Pyeongtaek-si,평택시,1202,시화호,12,0,1,1,0.1359360,1,0.003985 - 0.173681,376164,숙성,D,220,밭,220,4000.000000000000000,1000000.000000000000000
141,1,279980,1,47512,1,279980,41590,Hwaseong-si,화성시,1202,시화호,12,0,1,1,0.1576420,1,0.003985 - 0.173681,376152,사강,,220,밭,220,4000.000000000000000,1000000.000000000000000
142,1,283686,1,47842,1,283686,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.2414830,2,0.173682 - 0.336644,376124,군포,D,220,밭,220,4000.000000000000000,1000000.000000000000000
143,1,286751,1,48085,1,286751,41273,"Danwon-gu, Ansan-si",안산시단원구,1202,시화호,12,1,1,1,0.1979800,2,0.173682 - 0.336644,376123,고잔,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
144,1,267076,1,46186,1,267076,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1148970,1,0.003985 - 0.173681,376163,조암,,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
145,1,275695,1,47096,1,275695,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.2177470,2,0.173682 - 0.336644,376162,발안,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
146,1,278143,1,47341,1,278143,41590,Hwaseong-si,화성시,1202,시화호,12,0,1,1,0.1654060,1,0.003985 - 0.173681,376161,남양,,330,혼효림,330,4000.000000000000000,1000000.000000000000000
147,1,274460,1,46970,1,274460,41590,Hwaseong-si,화성시,1202,시화호,12,0,1,1,0.1965650,2,0.173682 - 0.336644,376162,발안,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
148,1,282448,1,47743,1,282448,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.1929550,2,0.173682 - 0.336644,376123,고잔,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
149,1,275671,1,47078,1,275671,41590,Hwaseong-si,화성시,1202,시화호,12,1,1,1,0.0380930,1,0.003985 - 0.173681,376152,사강,,710,내륙수,710,4000.000000000000000,1000000.000000000000000
150,1,213727,1,38384,1,213727,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.1495950,1,0.003985 - 0.173681,368151,군위, ,210,논,210,4000.000000000000000,1000000.000000000000000
151,1,216180,1,38918,1,216180,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2192530,2,0.173682 - 0.336644,368104,소보, ,210,논,210,4000.000000000000000,1000000.000000000000000
152,1,208813,1,36863,1,208813,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.1558460,1,0.003985 - 0.173681,368152,우보, ,220,밭,220,4000.000000000000000,1000000.000000000000000
153,1,203284,1,34849,1,203284,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2899920,2,0.173682 - 0.336644,368154,대율, ,220,밭,220,4000.000000000000000,1000000.000000000000000
154,1,208833,1,36883,1,208833,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.1004600,1,0.003985 - 0.173681,368161,옥정, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
155,1,205120,1,35508,1,205120,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2268690,2,0.173682 - 0.336644,368153,다부, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
156,2,204521,1,35312,2,204521,47230,Yeongcheon-si,영천시,2008,위천,20,1,1,1,0.0934679,1,0.003985 - 0.173681,368163,신령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
157,1,206370,1,35975,1,206370,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.1414490,1,0.003985 - 0.173681,368161,옥정, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
158,1,201438,1,34163,1,201438,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2260110,2,0.173682 - 0.336644,368154,대율, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
159,1,205746,1,35744,1,205746,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2074990,2,0.173682 - 0.336644,368154,대율, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
160,1,207578,1,36408,1,207578,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2274930,2,0.173682 - 0.336644,368151,군위, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
161,1,206373,1,35978,2,206373,47230,Yeongcheon-si,영천시,2008,위천,20,1,1,1,0.0889207,1,0.003985 - 0.173681,368161,옥정, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
162,1,208219,1,36662,1,208219,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.0990573,1,0.003985 - 0.173681,368161,옥정, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
163,1,212499,1,38065,1,212499,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.1237360,1,0.003985 - 0.173681,368151,군위, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
164,1,200207,1,33682,1,200207,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2904180,2,0.173682 - 0.336644,368154,대율, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
165,1,206356,1,35961,1,206356,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2004980,2,0.173682 - 0.336644,368152,우보, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
166,1,206964,1,36180,1,206964,47720,Gunwi-gun,군위군,2008,위천,20,1,1,1,0.2768400,2,0.173682 - 0.336644,368151,군위, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
167,1,206299,1,35929,1,206299,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1702480,1,0.003985 - 0.173681,368131,추풍령, ,210,논,210,4000.000000000000000,1000000.000000000000000
168,1,206304,1,35934,1,206304,47150,Gimcheon-si,김천시,2010,감천,20,0,1,1,0.1800520,2,0.173682 - 0.336644,368131,추풍령, ,210,논,210,4000.000000000000000,1000000.000000000000000
169,1,209998,1,37280,1,209998,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2063380,2,0.173682 - 0.336644,368132,개령, ,210,논,210,4000.000000000000000,1000000.000000000000000
170,1,198912,1,33149,1,198912,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1478180,1,0.003985 - 0.173681,367164,궁촌,D,220,밭,220,4000.000000000000000,1000000.000000000000000
171,1,197677,1,32653,1,197677,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2088870,2,0.173682 - 0.336644,367164,궁촌,D,220,밭,220,4000.000000000000000,1000000.000000000000000
172,1,206308,1,35938,1,206308,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1708720,1,0.003985 - 0.173681,368132,개령, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
173,1,200769,1,33866,1,200769,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2178320,2,0.173682 - 0.336644,368133,김천, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
174,1,205704,1,35728,2,205704,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1355760,1,0.003985 - 0.173681,368143,약목, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
175,1,209991,1,37273,1,209991,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1203930,1,0.003985 - 0.173681,368131,추풍령, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
176,1,198310,1,32924,1,198310,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2153980,2,0.173682 - 0.336644,368133,김천, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
177,1,208143,1,36613,1,208143,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1427110,1,0.003985 - 0.173681,368131,추풍령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
178,1,211223,1,37678,1,211223,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1093020,1,0.003985 - 0.173681,368131,추풍령, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
179,1,197695,1,32671,1,197695,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2607230,2,0.173682 - 0.336644,368133,김천, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
180,1,199537,1,33396,1,199537,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2014500,2,0.173682 - 0.336644,368133,김천, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
181,1,203235,1,34817,1,203235,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1938060,2,0.173682 - 0.336644,368134,월곡, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
182,1,205067,1,35482,1,205067,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1740350,2,0.173682 - 0.336644,368133,김천, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
183,1,190303,1,29661,1,190303,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.4238810,3,0.336645 - 0.965233,357042,대덕, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
184,1,195238,1,31692,1,195238,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1668720,1,0.003985 - 0.173681,358012,옥련, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
185,1,196467,1,32177,1,196467,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1317410,1,0.003985 - 0.173681,358012,옥련, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
186,1,200141,1,33620,1,200141,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.0804935,1,0.003985 - 0.173681,367164,궁촌,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
187,1,212453,1,38043,1,212453,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1431210,1,0.003985 - 0.173681,368131,추풍령, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
188,2,189682,1,29405,2,189682,48880,Geochang-gun,거창군,2010,감천,20,1,1,1,0.3074310,2,0.173682 - 0.336644,357042,대덕, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
189,1,191536,1,30155,2,191536,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2766190,2,0.173682 - 0.336644,358011,지례, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
190,1,194605,1,31416,1,194605,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.2886360,2,0.173682 - 0.336644,357042,대덕, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
191,1,205081,1,35496,1,205081,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1815380,2,0.173682 - 0.336644,368134,월곡, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
192,1,207549,1,36404,2,207549,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.1754440,2,0.173682 - 0.336644,368141,선산, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
193,1,195225,1,31679,1,195225,47150,Gimcheon-si,김천시,2010,감천,20,1,1,1,0.3681760,3,0.336645 - 0.965233,357042,대덕, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
194,1,204499,1,35291,1,204499,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.3092750,2,0.173682 - 0.336644,368153,다부, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
195,1,187885,1,28740,1,187885,27710,Dalseong-gun,달성군,2011,강정고령보,20,1,1,1,0.2510600,2,0.173682 - 0.336644,358024,파산, ,210,논,210,4000.000000000000000,1000000.000000000000000
196,1,189108,1,29202,1,189108,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.2750420,2,0.173682 - 0.336644,358021,성주, ,210,논,210,4000.000000000000000,1000000.000000000000000
197,1,190335,1,29689,1,190335,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.1974360,2,0.173682 - 0.336644,358021,성주, ,210,논,210,4000.000000000000000,1000000.000000000000000
198,1,190944,1,29926,1,190944,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.3779670,3,0.336645 - 0.965233,358021,성주, ,210,논,210,4000.000000000000000,1000000.000000000000000
199,1,192180,1,30428,1,192180,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.2902620,2,0.173682 - 0.336644,358021,성주, ,220,밭,220,4000.000000000000000,1000000.000000000000000
200,1,201407,1,34137,1,201407,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.1755030,2,0.173682 - 0.336644,368143,약목, ,220,밭,220,4000.000000000000000,1000000.000000000000000
201,1,202038,1,34383,1,202038,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.1275620,1,0.003985 - 0.173681,368153,다부, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
202,1,196477,1,32187,1,196477,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.2509840,2,0.173682 - 0.336644,358012,옥련, ,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
203,1,198319,1,32933,1,198319,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.1435900,1,0.003985 - 0.173681,368134,월곡, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
204,1,189725,1,29446,1,189725,47840,Seongju-gun,성주군,2011,강정고령보,20,0,1,1,0.2742160,2,0.173682 - 0.336644,358022,왜관, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
205,1,196498,1,32208,2,196498,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.2521730,2,0.173682 - 0.336644,358022,왜관, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
206,1,199569,1,33426,1,199569,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.2575330,2,0.173682 - 0.336644,368144,인동, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
207,1,186646,1,28274,1,186646,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.3933070,3,0.336645 - 0.965233,358023,용정, ,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
208,2,195871,1,31953,1,195871,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.1394860,1,0.003985 - 0.173681,358021,성주, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
209,2,199558,1,33415,1,199558,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.0841960,1,0.003985 - 0.173681,368143,약목, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
210,2,183572,1,27149,2,183572,47830,Goryeong-gun,고령군,2011,강정고령보,20,1,1,1,0.1971560,2,0.173682 - 0.336644,358023,용정, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
211,2,185420,1,27821,2,185420,47830,Goryeong-gun,고령군,2011,강정고령보,20,1,1,1,0.2756310,2,0.173682 - 0.336644,358024,파산, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
212,1,187883,1,28738,1,187883,27710,Dalseong-gun,달성군,2011,강정고령보,20,1,1,1,0.2534670,2,0.173682 - 0.336644,358024,파산, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
213,1,193397,1,30919,2,193397,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.2167340,2,0.173682 - 0.336644,358012,옥련, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
214,1,198342,1,32956,1,198342,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.1805990,2,0.173682 - 0.336644,368144,인동, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
215,1,186640,1,28268,1,186640,47840,Seongju-gun,성주군,2011,강정고령보,20,1,1,1,0.4259010,3,0.336645 - 0.965233,358023,용정, ,330,혼효림,330,4000.000000000000000,1000000.000000000000000
216,1,196494,1,32204,1,196494,47850,Chilgok-gun,칠곡군,2011,강정고령보,20,1,1,1,0.2085970,2,0.173682 - 0.336644,358022,왜관, ,710,내륙수,710,4000.000000000000000,1000000.000000000000000
217,1,184838,1,27635,1,184838,47290,Gyeongsan-si,경산시,2012,금호강,20,1,1,1,0.2170390,2,0.173682 - 0.336644,358034,경산, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
218,2,187900,1,28755,1,187900,27110,Jung-gu,중구,2012,금호강,20,0,1,1,0.1737250,2,0.173682 - 0.336644,358033,대구, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
219,2,189130,1,29224,1,189130,27110,Jung-gu,중구,2012,금호강,20,0,1,1,0.1792640,2,0.173682 - 0.336644,358031,칠곡, ,110,주거지역,110,4000.000000000000000,1000000.000000000000000
220,1,186659,1,28287,2,186659,27290,Dalseo-gu,달서구,2012,금호강,20,0,1,1,0.2019030,2,0.173682 - 0.336644,358024,파산, ,120,공업지역,120,4000.000000000000000,1000000.000000000000000
221,2,190351,1,29705,1,190351,47850,Chilgok-gun,칠곡군,2012,금호강,20,1,1,1,0.2244280,2,0.173682 - 0.336644,358031,칠곡, ,150,교통시설지역,150,4000.000000000000000,1000000.000000000000000
222,1,202071,1,34412,1,202071,47230,Yeongcheon-si,영천시,2012,금호강,20,1,1,1,0.1512670,1,0.003985 - 0.173681,368164,양항, ,210,논,210,4000.000000000000000,1000000.000000000000000
223,2,189768,1,29489,1,189768,47230,Yeongcheon-si,영천시,2012,금호강,20,1,1,1,0.2088260,2,0.173682 - 0.336644,358041,하양, ,210,논,210,4000.000000000000000,1000000.000000000000000
224,1,190996,1,29978,1,190996,47290,Gyeongsan-si,경산시,2012,금호강,20,1,1,1,0.1969700,2,0.173682 - 0.336644,358041,하양, ,210,논,210,4000.000000000000000,1000000.000000000000000
225,2,192843,1,30720,1,192843,47230,Yeongcheon-si,영천시,2012,금호강,20,1,1,1,0.1960600,2,0.173682 - 0.336644,358041,하양, ,210,논,210,4000.000000000000000,1000000.000000000000000
226,1,200194,1,33671,1,200194,47850,Chilgok-gun,칠곡군,2012,금호강,20,1,1,1,0.2244510,2,0.173682 - 0.336644,368153,다부, ,210,논,210,4000.000000000000000,1000000.000000000000000
227,1,209464,1,37109,1,209464,47113,"Buk-gu, Pohang-si",포항시 북구,2012,금호강,20,1,1,1,0.1185060,1,0.003985 - 0.173681,369131,죽장, ,220,밭,220,4000.000000000000000,1000000.000000000000000
228,1,185463,1,27864,1,185463,47290,Gyeongsan-si,경산시,2012,금호강,20,1,1,1,0.2449690,2,0.173682 - 0.336644,358043,자인, ,220,밭,220,4000.000000000000000,1000000.000000000000000
229,1,190368,1,29722,1,190368,27140,Dong-gu,동구,2012,금호강,20,1,1,1,0.2894600,2,0.173682 - 0.336644,358032,동촌, ,220,밭,220,4000.000000000000000,1000000.000000000000000
230,1,192820,1,30698,1,192820,27230,Buk-gu,북구,2012,금호강,20,1,1,1,0.2752640,2,0.173682 - 0.336644,358031,칠곡, ,220,밭,220,4000.000000000000000,1000000.000000000000000
231,1,195285,1,31739,1,195285,27140,Dong-gu,동구,2012,금호강,20,1,1,1,0.2837400,2,0.173682 - 0.336644,358032,동촌, ,220,밭,220,4000.000000000000000,1000000.000000000000000
232,1,203303,1,34866,1,203303,47230,Yeongcheon-si,영천시,2012,금호강,20,0,1,1,0.1302770,1,0.003985 - 0.173681,368164,양항, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
233,1,183008,1,26971,2,183008,47290,Gyeongsan-si,경산시,2012,금호강,20,1,1,1,0.2443960,2,0.173682 - 0.336644,358044,당리, ,240,과수원,240,4000.000000000000000,1000000.000000000000000
